# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_walking_xyz.bag'
# timestamp tx ty tz qx qy qz qw
1341846315.6579 -0.3287 -3.0949 1.4205 -0.7727 0.0470 -0.0509 0.6309
1341846315.6678 -0.3286 -3.0951 1.4207 -0.7734 0.0475 -0.0515 0.6301
1341846315.6780 -0.3285 -3.0954 1.4207 -0.7745 0.0480 -0.0522 0.6286
1341846315.6878 -0.3284 -3.0954 1.4206 -0.7755 0.0485 -0.0536 0.6272
1341846315.6979 -0.3284 -3.0954 1.4207 -0.7766 0.0496 -0.0547 0.6257
1341846315.7078 -0.3286 -3.0955 1.4207 -0.7775 0.0501 -0.0563 0.6244
1341846315.7179 -0.3288 -3.0955 1.4208 -0.7780 0.0503 -0.0573 0.6237
1341846315.7282 -0.3292 -3.0956 1.4210 -0.7779 0.0500 -0.0579 0.6237
1341846315.7378 -0.3295 -3.0957 1.4212 -0.7774 0.0496 -0.0574 0.6244
1341846315.7478 -0.3299 -3.0959 1.4212 -0.7773 0.0491 -0.0567 0.6247
1341846315.7579 -0.3304 -3.0961 1.4212 -0.7775 0.0485 -0.0557 0.6246
1341846315.7687 -0.3313 -3.0964 1.4209 -0.7787 0.0481 -0.0544 0.6232
1341846315.7778 -0.3316 -3.0962 1.4215 -0.7780 0.0483 -0.0541 0.6241
1341846315.7878 -0.3326 -3.0965 1.4215 -0.7788 0.0486 -0.0537 0.6230
1341846315.7979 -0.3332 -3.0966 1.4218 -0.7792 0.0491 -0.0544 0.6225
1341846315.8078 -0.3340 -3.0968 1.4221 -0.7793 0.0495 -0.0549 0.6222
1341846315.8179 -0.3347 -3.0969 1.4223 -0.7791 0.0497 -0.0556 0.6225
1341846315.8279 -0.3354 -3.0970 1.4226 -0.7786 0.0495 -0.0570 0.6230
1341846315.8378 -0.3363 -3.0971 1.4230 -0.7778 0.0496 -0.0574 0.6239
1341846315.8478 -0.3373 -3.0972 1.4233 -0.7769 0.0500 -0.0582 0.6249
1341846315.8580 -0.3383 -3.0973 1.4235 -0.7763 0.0500 -0.0588 0.6256
1341846315.8678 -0.3395 -3.0977 1.4237 -0.7761 0.0498 -0.0593 0.6258
1341846315.8779 -0.3404 -3.0976 1.4243 -0.7754 0.0497 -0.0597 0.6267
1341846315.8879 -0.3415 -3.0979 1.4247 -0.7751 0.0502 -0.0597 0.6270
1341846315.8979 -0.3427 -3.0983 1.4250 -0.7750 0.0501 -0.0602 0.6271
1341846315.9079 -0.3440 -3.0985 1.4254 -0.7745 0.0505 -0.0607 0.6276
1341846315.9179 -0.3453 -3.0987 1.4256 -0.7736 0.0508 -0.0611 0.6286
1341846315.9279 -0.3469 -3.0990 1.4260 -0.7727 0.0515 -0.0618 0.6297
1341846315.9379 -0.3482 -3.0991 1.4263 -0.7718 0.0512 -0.0624 0.6308
1341846315.9478 -0.3498 -3.0994 1.4267 -0.7713 0.0513 -0.0630 0.6312
1341846315.9580 -0.3515 -3.0996 1.4271 -0.7706 0.0509 -0.0639 0.6321
1341846315.9679 -0.3532 -3.0997 1.4276 -0.7696 0.0507 -0.0645 0.6332
1341846315.9778 -0.3550 -3.1000 1.4278 -0.7695 0.0501 -0.0648 0.6334
1341846315.9880 -0.3566 -3.1003 1.4283 -0.7693 0.0496 -0.0652 0.6336
1341846315.9979 -0.3584 -3.1005 1.4285 -0.7689 0.0494 -0.0651 0.6342
1341846316.0078 -0.3601 -3.1007 1.4288 -0.7685 0.0494 -0.0648 0.6346
1341846316.0179 -0.3620 -3.1010 1.4291 -0.7684 0.0495 -0.0645 0.6348
1341846316.0279 -0.3639 -3.1011 1.4296 -0.7678 0.0497 -0.0649 0.6355
1341846316.0379 -0.3656 -3.1013 1.4301 -0.7675 0.0495 -0.0655 0.6358
1341846316.0478 -0.3677 -3.1013 1.4303 -0.7667 0.0495 -0.0659 0.6367
1341846316.0579 -0.3696 -3.1015 1.4307 -0.7667 0.0494 -0.0659 0.6367
1341846316.0679 -0.3717 -3.1015 1.4312 -0.7663 0.0496 -0.0663 0.6371
1341846316.0781 -0.3738 -3.1015 1.4315 -0.7658 0.0496 -0.0658 0.6378
1341846316.0879 -0.3758 -3.1009 1.4322 -0.7641 0.0510 -0.0656 0.6398
1341846316.0978 -0.3780 -3.1016 1.4324 -0.7655 0.0485 -0.0647 0.6383
1341846316.1104 -0.3802 -3.1017 1.4326 -0.7656 0.0475 -0.0647 0.6383
1341846316.1182 -0.3824 -3.1020 1.4331 -0.7667 0.0464 -0.0646 0.6371
1341846316.1279 -0.3848 -3.1018 1.4332 -0.7669 0.0452 -0.0645 0.6370
1341846316.1379 -0.3871 -3.1019 1.4335 -0.7670 0.0437 -0.0644 0.6370
1341846316.1478 -0.3893 -3.1021 1.4338 -0.7675 0.0425 -0.0644 0.6364
1341846316.1578 -0.3916 -3.1020 1.4342 -0.7670 0.0419 -0.0643 0.6371
1341846316.1680 -0.3938 -3.1020 1.4347 -0.7670 0.0417 -0.0645 0.6370
1341846316.1779 -0.3961 -3.1020 1.4350 -0.7671 0.0406 -0.0641 0.6371
1341846316.1878 -0.3984 -3.1023 1.4353 -0.7674 0.0393 -0.0639 0.6368
1341846316.1978 -0.4004 -3.1025 1.4357 -0.7674 0.0385 -0.0638 0.6369
1341846316.2078 -0.4025 -3.1025 1.4359 -0.7669 0.0377 -0.0634 0.6375
1341846316.2178 -0.4044 -3.1026 1.4362 -0.7668 0.0376 -0.0633 0.6377
1341846316.2278 -0.4065 -3.1035 1.4359 -0.7686 0.0357 -0.0641 0.6356
1341846316.2379 -0.4082 -3.1035 1.4362 -0.7686 0.0357 -0.0640 0.6355
1341846316.2480 -0.4101 -3.1032 1.4369 -0.7673 0.0367 -0.0641 0.6370
1341846316.2588 -0.4121 -3.1034 1.4370 -0.7680 0.0360 -0.0656 0.6361
1341846316.2679 -0.4140 -3.1035 1.4373 -0.7685 0.0360 -0.0665 0.6354
1341846316.2778 -0.4161 -3.1036 1.4373 -0.7691 0.0360 -0.0688 0.6344
1341846316.2878 -0.4181 -3.1038 1.4376 -0.7687 0.0355 -0.0696 0.6348
1341846316.2978 -0.4202 -3.1042 1.4378 -0.7685 0.0349 -0.0697 0.6351
1341846316.3078 -0.4219 -3.1044 1.4380 -0.7680 0.0349 -0.0695 0.6357
1341846316.3178 -0.4236 -3.1047 1.4386 -0.7668 0.0346 -0.0686 0.6373
1341846316.3278 -0.4256 -3.1051 1.4386 -0.7664 0.0350 -0.0680 0.6378
1341846316.3380 -0.4277 -3.1055 1.4387 -0.7664 0.0347 -0.0671 0.6379
1341846316.3478 -0.4297 -3.1060 1.4386 -0.7662 0.0347 -0.0668 0.6382
1341846316.3579 -0.4316 -3.1057 1.4389 -0.7640 0.0359 -0.0664 0.6407
1341846316.3678 -0.4334 -3.1067 1.4387 -0.7646 0.0349 -0.0664 0.6402
1341846316.3781 -0.4355 -3.1072 1.4387 -0.7639 0.0353 -0.0662 0.6409
1341846316.3878 -0.4375 -3.1079 1.4385 -0.7646 0.0356 -0.0652 0.6403
1341846316.3979 -0.4395 -3.1086 1.4384 -0.7645 0.0352 -0.0650 0.6403
1341846316.4079 -0.4415 -3.1092 1.4385 -0.7642 0.0360 -0.0650 0.6407
1341846316.4178 -0.4437 -3.1097 1.4383 -0.7637 0.0370 -0.0635 0.6414
1341846316.4278 -0.4456 -3.1102 1.4381 -0.7633 0.0375 -0.0630 0.6418
1341846316.4384 -0.4477 -3.1107 1.4381 -0.7623 0.0382 -0.0622 0.6431
1341846316.4478 -0.4498 -3.1113 1.4383 -0.7612 0.0390 -0.0621 0.6444
1341846316.4585 -0.4520 -3.1120 1.4384 -0.7606 0.0394 -0.0618 0.6451
1341846316.4679 -0.4539 -3.1122 1.4384 -0.7594 0.0388 -0.0609 0.6466
1341846316.4779 -0.4562 -3.1127 1.4385 -0.7591 0.0389 -0.0599 0.6470
1341846316.4879 -0.4586 -3.1126 1.4386 -0.7579 0.0389 -0.0595 0.6485
1341846316.4979 -0.4611 -3.1133 1.4382 -0.7593 0.0373 -0.0588 0.6470
1341846316.5079 -0.4635 -3.1136 1.4382 -0.7603 0.0369 -0.0580 0.6460
1341846316.5178 -0.4655 -3.1137 1.4388 -0.7606 0.0359 -0.0574 0.6457
1341846316.5279 -0.4678 -3.1140 1.4388 -0.7613 0.0353 -0.0570 0.6449
1341846316.5379 -0.4702 -3.1140 1.4389 -0.7611 0.0352 -0.0568 0.6452
1341846316.5479 -0.4724 -3.1144 1.4392 -0.7615 0.0348 -0.0575 0.6446
1341846316.5607 -0.4747 -3.1145 1.4395 -0.7617 0.0343 -0.0572 0.6445
